SRR057629	SRR057630	SRR057632	SRR057649	SRR057650	SRR057651
ENSG00000111696	212	111	189	182	160	148
ENSG00000111700	0	5	0	0	7	0
ENSG00000111701	0	0	0	0	0	0
ENSG00000111704	0	0	0	0	0	0
ENSG00000111707	273	169	334	176	197	183
ENSG00000111711	139	125	253	105	108	99
ENSG00000111713	0	0	2	0	0	0
ENSG00000111716	777	365	390	753	505	474
ENSG00000111725	98	79	173	97	100	93
ENSG00000111726	216	146	161	114	129	120
ENSG00000111727	84	58	81	68	27	32
ENSG00000111728	34	39	27	35	57	21
ENSG00000111729	10	10	4	10	8	9
ENSG00000111731	188	140	266	151	164	135
ENSG00000111732	1	0	1	0	1	0
ENSG00000111737	181	157	201	151	143	122
ENSG00000111752	99	67	107	83	84	54
ENSG00000111775	64	61	90	54	70	86
ENSG00000111780	0	0	0	0	0	0
ENSG00000111783	0	0	1	0	1	1
ENSG00000111785	99	30	90	76	47	42
ENSG00000111786	402	343	590	292	354	367
ENSG00000111788	18	16	33	14	34	36
ENSG00000111790	103	113	138	126	104	70
ENSG00000111796	7	13	14	18	8	15
ENSG00000111799	460	185	361	707	285	338
ENSG00000111801	145	135	116	106	100	114
ENSG00000111802	465	75	319	241	156	199
ENSG00000111816	82	152	236	44	86	99
ENSG00000111817	116	67	63	138	87	60
ENSG00000111832	124	100	109	97	86	99
ENSG00000111834	3	8	10	7	14	6
ENSG00000111837	8	10	14	8	5	5
ENSG00000111843	348	145	273	234	193	219
ENSG00000111845	459	42	159	76	103	122
ENSG00000111846	637	101	261	73	116	153
ENSG00000111850	21	15	21	11	12	18
ENSG00000111859	420	243	339	533	360	180
ENSG00000111860	23	36	26	27	16	23
ENSG00000111863	6	1	5	6	4	2
ENSG00000111875	78	52	72	42	48	43
ENSG00000111877	76	71	110	68	70	53
ENSG00000111879	24	18	14	34	26	8
ENSG00000111880	74	36	75	56	39	41
ENSG00000111885	128	111	197	190	131	100
ENSG00000111886	8	3	7	9	3	6
ENSG00000111897	1079	625	1026	945	676	528
ENSG00000111906	118	77	116	84	124	84
ENSG00000111907	153	119	186	116	143	148
ENSG00000111911	285	131	208	183	173	128
ENSG00000111912	90	279	133	198	261	68
ENSG00000111913	36	30	32	53	31	22
ENSG00000111961	276	230	266	141	165	116
ENSG00000111962	62	25	42	49	33	29
ENSG00000111971	0	0	0	0	0	0
ENSG00000111981	0	0	4	0	0	2
ENSG00000112029	20	19	20	19	15	14
ENSG00000112031	21	17	45	27	16	29
ENSG00000112033	238	132	265	223	146	155
ENSG00000112038	0	0	0	0	0	0
ENSG00000112039	27	7	25	22	8	13
ENSG00000112041	7	1	8	7	5	3
ENSG00000112053	4	1	1	3	2	0
ENSG00000112062	232	147	193	214	165	112
ENSG00000112077	1	2	5	0	2	0
ENSG00000112078	362	285	392	300	292	194
ENSG00000112079	202	122	226	221	187	156
ENSG00000112081	593	660	884	541	672	545
ENSG00000112096	866	1326	1186	2303	1540	975
ENSG00000112110	124	75	186	108	91	125
ENSG00000112115	0	1	0	0	0	0
ENSG00000112116	0	0	0	0	0	0
ENSG00000112118	174	96	161	172	110	124
ENSG00000112130	55	37	62	56	54	40
ENSG00000112137	10	13	11	13	14	6
ENSG00000112139	28	23	24	33	16	17
ENSG00000112144	220	137	240	144	111	123
ENSG00000112146	319	285	459	374	328	232
ENSG00000112149	54	82	46	56	89	27
ENSG00000112159	233	128	207	185	152	209
ENSG00000112164	0	0	1	0	0	0
ENSG00000112167	49	41	82	39	49	47
ENSG00000112175	10	1	5	3	1	0
ENSG00000112182	34	11	12	33	13	13
ENSG00000112183	48	10	27	41	24	37
ENSG00000112186	133	37	91	131	80	53
ENSG00000112195	2	1	0	1	0	1
ENSG00000112200	288	202	312	149	136	150
ENSG00000112208	229	137	217	206	156	98
ENSG00000112210	202	91	217	227	135	100
ENSG00000112212	1	1	0	0	0	0
ENSG00000112214	2	5	4	6	7	2
ENSG00000112218	13	17	23	13	15	11
ENSG00000112232	0	0	0	0	0	0
ENSG00000112234	116	102	174	70	68	91
ENSG00000112237	208	221	379	141	197	198
ENSG00000112238	0	0	0	0	1	0
ENSG00000112242	60	31	58	36	27	38
ENSG00000112245	415	652	411	232	571	195
ENSG00000112246	0	0	0	0	0	1
ENSG00000112249	220	164	216	150	144	119
ENSG00000112273	0	0	1	0	0	0
ENSG00000112276	55	28	76	51	37	29
ENSG00000112280	1323	11	26	308	334	21
ENSG00000112282	264	214	323	199	186	141
ENSG00000112290	50	31	49	29	33	32
ENSG00000112293	35	1	15	38	16	5
ENSG00000112294	155	44	149	95	78	102
ENSG00000112297	1045	857	1146	361	603	503
ENSG00000112299	3	5	1	3	6	3
ENSG00000112303	5	30	14	20	24	24
ENSG00000112304	108	50	121	55	48	55
ENSG00000112305	64	38	73	44	38	32
ENSG00000112306	1009	744	1152	907	894	1022
ENSG00000112308	632	432	858	442	418	472
ENSG00000112309	5	8	9	3	6	3
ENSG00000112312	107	39	185	56	52	61
ENSG00000112319	94	20	36	75	47	22
ENSG00000112320	146	91	152	89	78	68
ENSG00000112333	0	1	0	0	0	1
ENSG00000112335	301	322	375	290	304	231
ENSG00000112337	0	0	0	0	0	0
ENSG00000112339	151	98	174	129	110	91
ENSG00000112343	189	89	163	127	105	117
ENSG00000112357	60	47	72	29	45	35
ENSG00000112365	60	45	75	73	62	30
ENSG00000112367	112	75	87	72	58	44
ENSG00000112378	598	246	407	501	355	264
ENSG00000112379	1050	1944	2445	350	1134	711
ENSG00000112394	9	10	8	8	8	1
ENSG00000112406	158	134	159	154	128	81
ENSG00000112414	96	74	82	131	69	21
ENSG00000112419	251	145	162	134	148	110
ENSG00000112425	60	19	37	41	31	25
ENSG00000112459	0	0	0	0	0	0
ENSG00000112461	0	0	0	0	0	0
ENSG00000112462	0	0	0	0	0	0
ENSG00000112473	1081	796	2205	634	794	1208
ENSG00000112474	0	0	0	0	0	0
ENSG00000112486	0	0	0	2	0	2
ENSG00000112493	0	0	0	0	0	0
ENSG00000112494	0	1	5	0	1	1
ENSG00000112499	1	0	0	1	6	0
ENSG00000112511	278	190	372	235	220	245
ENSG00000112514	285	206	407	229	267	255
ENSG00000112530	8	9	22	10	12	5
ENSG00000112531	256	227	209	329	209	147
ENSG00000112539	1	4	0	0	1	0
ENSG00000112541	32	185	26	32	90	13
ENSG00000112559	26	32	114	15	26	52
ENSG00000112561	61	52	169	90	61	84
ENSG00000112562	256	405	795	344	431	331
ENSG00000112576	115	109	146	139	90	106
ENSG00000112578	38	28	62	19	26	38
ENSG00000112584	297	195	310	209	185	174
ENSG00000112592	57	46	69	57	35	46
ENSG00000112599	6	2	8	4	4	5
ENSG00000112619	12	2	5	13	9	5
ENSG00000112624	280	159	295	182	180	137
ENSG00000112640	251	162	189	158	146	131
ENSG00000112651	86	39	125	55	46	68
ENSG00000112655	530	318	755	492	360	416
ENSG00000112658	504	396	405	551	510	233
ENSG00000112659	240	161	301	202	149	195
ENSG00000112667	46	36	84	30	28	74
ENSG00000112679	166	92	167	168	109	91
ENSG00000112685	132	70	157	99	82	91
ENSG00000112695	183	126	214	124	146	162
ENSG00000112697	791	824	1019	622	708	530
ENSG00000112699	81	58	228	74	58	168
ENSG00000112701	463	699	644	349	468	304
ENSG00000112706	11	10	12	1	8	3
ENSG00000112715	4547	687	1139	798	499	575
ENSG00000112739	401	215	424	292	225	254
ENSG00000112742	9	11	11	2	2	5
ENSG00000112759	166	97	120	177	109	79
ENSG00000112761	2	1	2	11	2	0
ENSG00000112763	127	84	137	125	116	87
ENSG00000112769	340	135	138	431	260	114
ENSG00000112773	75	257	109	85	145	44
ENSG00000112782	14	9	12	20	9	9
ENSG00000112787	309	162	385	197	179	199
ENSG00000112796	398	312	661	160	253	184
ENSG00000112799	2	13	13	9	11	12
ENSG00000112812	62	3	42	35	12	48
ENSG00000112818	0	0	2	0	1	3
ENSG00000112837	12	0	1	21	9	1
ENSG00000112851	457	478	657	276	299	285
ENSG00000112852	19	47	64	11	37	4
ENSG00000112855	127	76	165	118	95	113
ENSG00000112874	175	30	118	57	44	60
ENSG00000112877	14	15	18	8	21	11
ENSG00000112893	256	230	350	164	148	162
ENSG00000112902	149	39	28	151	55	16
ENSG00000112936	607	260	327	556	433	227
ENSG00000112941	179	173	151	142	186	101
ENSG00000112964	220	262	684	105	189	275
ENSG00000112972	598	231	279	220	215	131
ENSG00000112977	629	1172	1180	396	792	600
ENSG00000112981	9	12	10	14	19	5
ENSG00000112983	361	181	406	268	241	280
ENSG00000112984	7	4	9	5	8	9
ENSG00000112992	298	210	179	256	157	76
ENSG00000112996	95	137	135	65	97	70
ENSG00000113013	773	624	1108	635	627	732
ENSG00000113048	219	110	263	183	140	158
ENSG00000113068	120	74	120	91	87	90
ENSG00000113070	38	141	58	63	112	34
ENSG00000113073	1	0	2	0	0	1
ENSG00000113083	33	45	117	61	37	36
ENSG00000113088	7	10	11	6	6	7
ENSG00000113100	0	0	0	0	0	0
ENSG00000113108	154	120	263	113	130	165
ENSG00000113119	32	22	63	35	39	37
ENSG00000113140	2785	1496	1084	3624	1967	727
ENSG00000113141	202	143	249	189	145	213
ENSG00000113161	471	100	363	157	115	142
ENSG00000113163	313	155	385	170	128	181
ENSG00000113194	309	243	376	201	200	226
ENSG00000113196	0	0	0	0	0	1
ENSG00000113205	15	2	10	0	3	4
ENSG00000113209	29	13	7	20	19	9
ENSG00000113211	3	5	4	6	3	0
ENSG00000113212	11	46	8	14	41	5
ENSG00000113231	388	85	439	281	117	191
ENSG00000113240	148	104	192	143	100	123
ENSG00000113248	13	7	8	16	7	5
ENSG00000113249	1	0	0	0	1	0
ENSG00000113262	2	0	3	3	2	3
ENSG00000113263	19	34	28	30	17	19
ENSG00000113269	238	270	424	224	262	230
ENSG00000113272	39	26	35	41	35	31
ENSG00000113273	70	62	89	93	56	40
ENSG00000113282	433	343	565	303	378	289
ENSG00000113296	85	426	262	184	367	289
ENSG00000113300	194	207	371	118	153	164
ENSG00000113302	0	2	0	1	0	1
ENSG00000113303	0	1	0	1	1	1
ENSG00000113312	138	85	166	108	91	101
ENSG00000113318	85	91	117	48	52	54
ENSG00000113319	57	37	44	57	29	31
ENSG00000113327	0	1	0	0	1	0
ENSG00000113328	467	377	530	379	457	365
ENSG00000113356	25	4	5	37	9	5
ENSG00000113360	230	324	330	189	271	197
ENSG00000113361	9	7	11	12	8	10
ENSG00000113368	21	24	45	23	21	35
ENSG00000113369	454	383	412	454	425	164
ENSG00000113384	630	1614	1181	421	1231	544
ENSG00000113387	240	371	406	209	318	203
ENSG00000113389	42	68	32	5	30	10
ENSG00000113391	149	79	143	128	99	80
ENSG00000113396	10	14	36	13	10	9
ENSG00000113407	256	485	419	140	339	205
ENSG00000113430	54	68	311	6	54	139
ENSG00000113441	232	203	273	169	140	121
ENSG00000113448	235	80	142	201	126	76
ENSG00000113456	96	117	100	88	93	62
ENSG00000113460	64	77	94	44	40	37
ENSG00000113492	0	1	0	0	1	0
ENSG00000113494	28	64	21	26	41	8
ENSG00000113504	351	585	427	325	487	228
ENSG00000113520	0	0	1	1	0	0
ENSG00000113522	258	233	260	192	178	151
ENSG00000113525	0	2	1	0	0	1
ENSG00000113532	11	26	23	16	15	15
ENSG00000113552	199	86	174	122	115	109
ENSG00000113555	31	16	16	29	23	9
ENSG00000113558	624	428	593	468	475	366
ENSG00000113569	144	187	159	78	112	73
ENSG00000113575	336	334	571	292	345	289
ENSG00000113578	17	6	6	32	7	8
ENSG00000113580	441	174	207	241	177	91
ENSG00000113583	227	163	368	137	174	167
ENSG00000113593	128	82	173	97	72	136
ENSG00000113594	757	338	485	135	188	330
ENSG00000113595	149	50	74	83	59	34
ENSG00000113597	305	132	180	137	114	95
ENSG00000113600	1	1	0	0	0	0
ENSG00000113615	233	160	216	96	114	98
ENSG00000113621	351	193	477	240	216	250
ENSG00000113638	38	56	49	33	59	25
ENSG00000113643	178	163	282	162	156	192
ENSG00000113645	399	411	672	276	324	387
ENSG00000113648	485	510	778	355	463	396
ENSG00000113649	290	171	277	199	168	169
ENSG00000113657	1780	449	781	2059	972	512
ENSG00000113658	280	237	297	196	155	128
ENSG00000113712	308	246	387	243	215	178
ENSG00000113716	570	393	702	263	312	421
ENSG00000113719	2773	2055	5216	1143	1870	2391
ENSG00000113721	451	390	399	578	469	307
ENSG00000113722	0	0	0	0	0	0
ENSG00000113732	572	296	652	433	377	399
ENSG00000113734	28	23	51	24	23	22
ENSG00000113739	22	11	28	41	25	19
ENSG00000113742	186	228	198	145	130	70
ENSG00000113749	21	3	7	21	4	2
ENSG00000113758	183	121	248	173	147	121
ENSG00000113761	62	52	60	48	66	37
ENSG00000113763	4	2	14	5	2	17
ENSG00000113790	84	48	43	33	34	37
ENSG00000113805	65	101	61	44	64	24
ENSG00000113810	57	45	147	55	42	46
ENSG00000113811	117	103	124	88	98	101
ENSG00000113812	95	87	126	66	84	64
ENSG00000113838	30	28	41	20	22	19
ENSG00000113845	227	132	301	171	170	200
ENSG00000113851	240	167	149	133	152	82
ENSG00000113889	0	1	1	0	0	0
ENSG00000113905	0	0	0	0	0	0
ENSG00000113916	194	110	231	282	205	123
ENSG00000113924	317	173	159	37	91	112
ENSG00000113946	0	1	0	2	2	0
ENSG00000113966	23	13	18	8	13	5
ENSG00000113971	212	157	217	163	123	155
ENSG00000114013	10	36	17	21	28	7
ENSG00000114019	373	152	179	448	227	100
ENSG00000114021	133	105	180	94	100	99
ENSG00000114023	298	114	282	162	152	176
ENSG00000114026	145	106	250	79	97	114
ENSG00000114030	255	148	254	178	156	123
ENSG00000114054	186	119	228	108	96	130
ENSG00000114062	309	216	301	219	200	170
ENSG00000114098	143	134	181	153	142	106
ENSG00000114107	141	87	143	80	77	90
ENSG00000114113	1	1	1	1	0	0
ENSG00000114115	72	18	30	68	40	25
ENSG00000114120	420	206	453	260	245	255
ENSG00000114124	0	0	1	1	0	1
ENSG00000114125	169	84	179	133	113	129
ENSG00000114126	358	162	271	168	132	135
ENSG00000114127	246	224	218	137	106	94
ENSG00000114166	158	176	165	121	138	90
ENSG00000114200	40	7	15	27	37	5
ENSG00000114204	0	1	0	1	1	0
ENSG00000114209	110	80	113	80	87	46
ENSG00000114248	12	0	8	3	5	2
ENSG00000114251	63	41	102	144	63	36
ENSG00000114268	53	36	47	34	33	24
ENSG00000114270	773	279	475	655	392	410
ENSG00000114279	18	61	1	9	25	5
ENSG00000114302	318	178	299	231	176	201
ENSG00000114315	335	406	452	274	376	231
ENSG00000114316	291	268	376	197	220	253
ENSG00000114331	211	204	148	97	128	59
ENSG00000114346	34	23	168	27	24	71
ENSG00000114349	0	1	0	1	0	0
ENSG00000114353	770	438	711	684	552	385
ENSG00000114354	292	232	485	247	224	272
ENSG00000114374	378	390	997	222	223	338
ENSG00000114378	15	8	23	16	9	5
ENSG00000114383	100	60	130	69	59	80
ENSG00000114388	104	44	149	63	43	76
ENSG00000114391	188	193	187	249	237	313
ENSG00000114395	77	47	149	37	48	76
ENSG00000114405	34	20	12	15	13	4
ENSG00000114416	355	220	387	295	226	232
ENSG00000114423	142	145	167	109	103	80
ENSG00000114439	387	218	351	234	166	200
ENSG00000114446	537	228	247	230	218	150
ENSG00000114450	30	28	21	28	10	6
ENSG00000114455	2	0	1	0	0	0
ENSG00000114473	42	21	20	24	27	19
ENSG00000114480	98	87	106	106	91	64
ENSG00000114487	0	0	0	2	0	0
ENSG00000114491	99	46	95	70	57	70
ENSG00000114503	227	187	225	218	205	146
ENSG00000114520	213	165	224	117	145	130
ENSG00000114529	32	42	40	25	31	27
ENSG00000114541	240	177	175	144	149	119
ENSG00000114544	97	99	146	111	107	102
ENSG00000114547	9	14	17	8	9	13
ENSG00000114554	315	88	285	311	160	139
ENSG00000114573	385	337	467	232	285	224
ENSG00000114626	148	85	203	151	148	130
ENSG00000114631	162	122	535	31	97	218
ENSG00000114638	1	0	0	2	1	0
ENSG00000114646	3	6	10	3	8	4
ENSG00000114648	103	75	117	89	77	73
ENSG00000114650	418	228	545	282	282	268
ENSG00000114654	17	14	18	24	15	23
ENSG00000114656	9	7	3	5	5	4
ENSG00000114670	32	12	40	26	28	23
ENSG00000114686	138	116	230	110	134	130
ENSG00000114698	87	34	48	100	50	21
ENSG00000114735	237	125	289	124	125	175
ENSG00000114737	26	27	23	53	38	9
ENSG00000114738	177	147	235	72	171	138
ENSG00000114739	65	62	62	46	51	41
ENSG00000114742	306	136	236	212	144	150
ENSG00000114744	84	48	88	84	59	60
ENSG00000114745	350	195	379	273	232	225
ENSG00000114757	2	0	4	0	1	2
ENSG00000114767	59	39	71	42	32	48
ENSG00000114770	391	277	486	279	303	353
ENSG00000114771	0	0	0	0	0	0
ENSG00000114779	241	113	340	133	119	215
ENSG00000114784	108	76	90	112	98	52
ENSG00000114786	0	0	3	2	3	0
ENSG00000114790	170	408	1004	101	259	389
ENSG00000114796	234	159	291	159	112	141
ENSG00000114805	4	40	2	4	6	0
ENSG00000114812	470	396	730	199	319	291
ENSG00000114841	138	181	324	100	133	152
ENSG00000114850	650	440	913	483	444	470
ENSG00000114853	209	68	150	258	118	94
ENSG00000114854	9	3	8	7	1	3
ENSG00000114857	676	697	993	466	571	578
ENSG00000114859	36	20	75	20	15	21
ENSG00000114861	617	527	527	395	442	327
ENSG00000114867	1870	1323	3531	1189	1241	1218
ENSG00000114902	247	208	335	154	199	205
ENSG00000114904	119	88	107	79	83	60
ENSG00000114923	89	34	118	81	52	49
ENSG00000114933	135	111	143	91	94	67
ENSG00000114942	154	135	228	152	166	199
ENSG00000114948	22	7	4	19	16	8
ENSG00000114956	100	84	139	79	90	91
ENSG00000114978	408	343	416	381	320	243
ENSG00000114982	465	262	465	410	322	268
ENSG00000114988	115	82	115	74	66	76
ENSG00000114993	111	93	114	86	96	85
ENSG00000114999	124	125	131	111	118	86
ENSG00000115008	0	0	0	2	1	0
ENSG00000115009	1	1	2	1	0	6
ENSG00000115020	366	185	355	171	156	156
ENSG00000115041	40	10	14	29	19	11
ENSG00000115042	53	38	71	40	39	28
ENSG00000115053	1462	1148	2277	1330	1289	1466
ENSG00000115073	321	214	431	239	215	261
ENSG00000115084	207	261	338	96	229	153
ENSG00000115085	22	56	42	42	26	55
ENSG00000115091	488	522	664	473	415	326
ENSG00000115107	95	42	71	170	85	58
ENSG00000115109	239	159	216	80	138	105
ENSG00000115112	387	51	144	132	101	109
ENSG00000115128	125	95	155	118	122	110
ENSG00000115129	47	21	52	29	28	47
ENSG00000115137	51	31	54	36	34	18
ENSG00000115138	3	1	0	1	1	0
ENSG00000115145	279	204	302	156	153	141
ENSG00000115155	0	2	4	1	0	1
ENSG00000115159	268	277	230	118	160	117
ENSG00000115163	1	0	5	1	1	1
ENSG00000115165	15	46	27	23	46	13
ENSG00000115170	187	135	140	176	138	96
ENSG00000115183	254	411	832	239	342	257
ENSG00000115194	8	1	1	10	1	0
ENSG00000115204	170	100	205	133	116	136
ENSG00000115207	195	142	259	168	167	132
ENSG00000115211	252	207	357	137	194	237
ENSG00000115216	409	243	416	360	283	223
ENSG00000115221	91	35	46	219	50	32
ENSG00000115226	47	35	13	24	40	16
ENSG00000115232	36	56	36	52	25	13
ENSG00000115233	163	113	200	94	152	105
ENSG00000115234	406	227	466	284	258	282
ENSG00000115239	15	4	10	8	6	6
ENSG00000115241	317	225	427	230	258	296
ENSG00000115252	35	23	25	16	22	16
ENSG00000115255	130	122	134	39	95	74
ENSG00000115257	13	9	17	12	13	5
ENSG00000115263	2	0	0	3	2	1
ENSG00000115266	13	10	16	12	7	12
ENSG00000115267	100	207	92	80	95	72
ENSG00000115268	300	157	377	194	185	269
ENSG00000115271	61	71	84	53	69	44
ENSG00000115274	95	35	107	60	46	97
ENSG00000115275	251	228	598	173	231	300
ENSG00000115282	88	71	167	82	84	108
ENSG00000115286	100	36	93	60	54	47
ENSG00000115289	26	22	51	28	36	42
ENSG00000115290	3	1	2	6	2	1
ENSG00000115295	157	79	71	166	95	65
ENSG00000115297	0	0	1	0	0	0
ENSG00000115306	2328	1684	1772	1785	1769	792
ENSG00000115307	266	233	397	226	201	292
ENSG00000115310	1348	776	1188	1036	828	453
ENSG00000115317	49	28	58	46	33	32
ENSG00000115318	20	12	20	29	25	17
ENSG00000115325	27	6	20	22	24	15
ENSG00000115339	165	254	525	149	201	193
ENSG00000115350	35	23	56	39	25	33
ENSG00000115353	15	6	8	20	9	2
ENSG00000115355	83	57	44	66	59	31
ENSG00000115361	198	26	48	31	35	47
ENSG00000115363	4	5	0	8	3	3
ENSG00000115364	65	74	115	63	66	51
ENSG00000115365	351	188	372	258	206	163
ENSG00000115368	112	92	185	102	86	116
ENSG00000115380	451	122	128	545	169	73
ENSG00000115386	0	1	0	0	2	0
ENSG00000115392	71	44	93	38	51	43
ENSG00000115414	2617	1884	1200	4423	3214	807
ENSG00000115415	582	2385	575	414	853	351
ENSG00000115419	251	207	176	318	181	125
ENSG00000115421	76	69	82	56	47	46
ENSG00000115423	10	6	29	2	10	8
ENSG00000115425	42	17	31	21	20	13
ENSG00000115446	140	93	202	130	105	116
ENSG00000115457	623	301	405	502	324	236
ENSG00000115459	186	75	181	99	92	127
ENSG00000115461	3505	1247	1936	1847	1363	1710
ENSG00000115464	380	291	396	262	184	186
ENSG00000115468	75	17	38	75	39	41
ENSG00000115474	2	1	0	1	0	0
ENSG00000115484	361	281	472	246	289	258
ENSG00000115486	224	117	307	167	120	132
ENSG00000115488	0	0	0	0	0	0
ENSG00000115504	164	137	192	159	115	100
ENSG00000115507	14	13	20	1	6	17
ENSG00000115514	34	47	78	29	39	44
ENSG00000115520	70	76	84	81	88	53
ENSG00000115523	5	8	5	3	9	4
ENSG00000115524	1669	1033	1927	1260	948	1156
ENSG00000115525	80	19	24	62	29	34
ENSG00000115526	87	27	90	39	52	53
ENSG00000115539	22	19	31	27	27	31
ENSG00000115540	99	108	114	93	97	59
ENSG00000115541	72	55	72	37	42	58
ENSG00000115548	347	262	300	320	235	179
ENSG00000115556	28	19	36	35	37	25
ENSG00000115561	399	220	339	304	265	184
ENSG00000115568	148	110	220	119	111	99
ENSG00000115590	4	1	3	6	4	3
ENSG00000115592	1	1	0	6	0	1
ENSG00000115593	0	0	0	0	0	0
ENSG00000115594	604	791	1088	490	770	514
ENSG00000115596	8	0	1	3	4	3
ENSG00000115598	10	3	2	3	7	7
ENSG00000115602	6	16	5	0	9	2
ENSG00000115604	12	16	15	23	11	12
ENSG00000115607	1	5	4	10	1	4
ENSG00000115616	186	102	79	46	77	48
ENSG00000115641	278	187	192	467	255	171
ENSG00000115648	1961	1847	3404	826	1568	1718
ENSG00000115649	350	242	368	230	231	234
ENSG00000115652	94	67	163	106	86	84
ENSG00000115657	42	21	45	19	21	38
ENSG00000115661	115	74	144	81	70	96
ENSG00000115665	4	1	0	0	1	1
ENSG00000115677	4535	2886	5553	2664	2716	2634
ENSG00000115685	445	168	371	224	178	274
ENSG00000115687	553	109	219	176	110	180
ENSG00000115694	375	194	452	214	206	260
ENSG00000115705	5	89	150	2	48	49
ENSG00000115718	2	4	7	2	2	1
ENSG00000115738	298	165	197	272	248	83
ENSG00000115750	54	56	35	37	43	19
ENSG00000115756	64	127	95	62	110	61
ENSG00000115758	733	513	624	324	593	423
ENSG00000115760	458	388	454	259	301	247
ENSG00000115761	83	64	100	64	55	65
ENSG00000115762	662	572	992	378	524	430
ENSG00000115806	398	322	599	325	301	288
ENSG00000115808	126	160	204	72	100	65
ENSG00000115816	128	119	178	118	117	53
ENSG00000115825	189	118	179	155	86	78
ENSG00000115827	91	63	115	74	75	76
ENSG00000115828	36	18	38	34	39	28
ENSG00000115839	418	225	343	351	245	180
ENSG00000115840	165	86	144	151	145	79
ENSG00000115841	41	20	33	28	22	16
ENSG00000115844	0	6	1	0	2	3
ENSG00000115850	0	0	1	0	0	0
ENSG00000115866	261	203	317	205	236	186
ENSG00000115875	402	625	850	391	608	536
ENSG00000115884	1063	138	181	710	228	141
ENSG00000115896	95	16	34	74	37	21
ENSG00000115902	252	176	387	122	124	170
ENSG00000115904	340	250	333	255	199	192
ENSG00000115919	3	9	4	8	7	4
ENSG00000115934	0	0	0	0	0	0
ENSG00000115935	159	173	101	221	152	81
ENSG00000115942	162	96	179	134	92	77
ENSG00000115944	232	249	467	186	245	291
ENSG00000115946	69	38	57	52	57	46
ENSG00000115947	129	108	178	84	77	89
ENSG00000115956	32	61	37	47	42	26
ENSG00000115963	304	105	109	441	298	64
ENSG00000115966	242	150	303	173	162	145
ENSG00000115970	164	103	229	137	141	159
ENSG00000115977	44	83	84	26	42	29
ENSG00000115993	222	193	313	174	179	139
ENSG00000115998	23	27	53	40	32	31
ENSG00000116001	491	469	706	363	374	418
ENSG00000116005	704	300	912	451	329	446
ENSG00000116014	0	0	0	0	0	0
ENSG00000116016	802	411	619	898	630	376
ENSG00000116017	42	23	51	33	22	18
ENSG00000116030	175	124	189	111	126	130
ENSG00000116031	13	17	8	17	22	13
ENSG00000116032	8	2	3	3	1	3
ENSG00000116035	2	1	11	1	2	6
ENSG00000116039	22	7	30	3	8	21
ENSG00000116044	443	322	411	481	326	286
ENSG00000116062	204	133	205	174	128	100
ENSG00000116095	79	67	90	78	78	53
ENSG00000116096	169	81	147	74	80	124
ENSG00000116106	99	64	99	83	83	60
